tconst,year,budget
tt7634968,2019,20000000
tt7690670,2018,16000000
tt7713068,2020,84500000
tt7734218,2019,16000000
tt7752126,2019,6000000
tt7798634,2019,6000000
tt7798646,2020,16000000
tt7958736,2019,5000000
tt7959026,2018,50000000
tt7961060,2018,8500000
tt7975244,2019,125000000
tt8079248,2019,26000000
tt8085790,2019,20000000
tt8097306,2018,19000000
tt8155288,2019,9000000
tt8186318,2019,5000000
tt8244784,2020,14000000
tt8350360,2019,30000000
tt8364368,2019,13500000
tt8385474,2019,16000000
tt8564902,2018,6000000
tt8579674,2019,95000000
tt8623904,2019,25000000
tt8663516,2019,10000000
tt8688634,2019,33000000
tt8722346,2019,18000000
tt8772262,2019,9000000
tt8946378,2019,40000000
tt9024106,2019,6000000
tt9134216,2019,29900000
tt9173418,2020,10000000
